timestamp,frame,fps,ear_left,ear_right,ear_avg,mar,ml_eye_closed_conf,ml_mouth_yawn_conf,fused_score,eye_closed_fused,closure_duration_s,yawn_duration_s,status
1773318947.6403,176,13.3,0.2524,0.2438,0.2481,0.0021,0.0269,0.7720,0.0000,0,0.0000,0.0000,NORMAL
1773318947.6623,177,46.0,0.2529,0.2436,0.2483,0.0022,0.0212,0.7394,0.0000,0,0.0000,0.0000,NORMAL
1773318947.6783,178,63.0,0.2528,0.2465,0.2497,0.0018,0.0230,0.7346,0.0000,0,0.0000,0.0000,NORMAL
1773318947.7850,179,9.4,0.2358,0.2491,0.2425,0.0020,0.0766,0.7883,0.0000,0,0.0000,0.0000,NORMAL
1773318947.8029,180,55.9,0.2343,0.2457,0.2400,0.0013,0.0224,0.8052,0.0000,0,0.0000,0.0000,NORMAL
1773318947.9134,181,9.0,0.2157,0.2578,0.2367,0.0026,0.0968,0.6797,0.0000,0,0.0000,0.0000,NORMAL
1773318947.9284,182,65.5,0.2199,0.2641,0.2420,0.0019,0.0641,0.5882,0.0000,0,0.0000,0.0000,NORMAL
1773318947.9444,183,63.4,0.2209,0.2775,0.2492,0.0010,0.0333,0.6709,0.0000,0,0.0000,0.0000,NORMAL
1773318947.9604,184,62.7,0.2209,0.2752,0.2480,0.0013,0.0333,0.6501,0.0000,0,0.0000,0.0000,NORMAL
1773318948.0420,185,12.3,0.2082,0.2712,0.2397,0.0021,0.0932,0.8555,0.0000,0,0.0000,0.0000,NORMAL
1773318948.0550,186,75.2,0.2101,0.2736,0.2418,0.0026,0.0564,0.7717,0.0000,0,0.0000,0.0000,NORMAL
1773318948.0703,187,65.1,0.2135,0.2760,0.2448,0.0019,0.0564,0.7717,0.0000,0,0.0000,0.0000,NORMAL
1773318948.1867,188,8.6,0.2202,0.2746,0.2474,0.0030,0.0429,0.7980,0.0000,0,0.0000,0.0000,NORMAL
1773318948.1967,189,104.3,0.2306,0.2817,0.2561,0.0023,0.0380,0.7548,0.0000,0,0.0000,0.0000,NORMAL
1773318948.3128,190,8.5,0.2277,0.2771,0.2524,0.0047,0.0786,0.7514,0.0000,0,0.0000,0.0000,NORMAL
1773318948.3378,191,42.0,0.2345,0.2764,0.2554,0.0023,0.1001,0.7514,0.0000,0,0.0000,0.0000,NORMAL
1773318948.3538,192,62.1,0.2355,0.2775,0.2565,0.0034,0.1001,0.7514,0.0000,0,0.0000,0.0000,NORMAL
1773318948.3698,193,59.5,0.2356,0.2751,0.2554,0.0032,0.1001,0.7777,0.0000,0,0.0000,0.0000,NORMAL
1773318948.4429,194,13.9,0.2313,0.2912,0.2613,0.0015,0.0265,0.7840,0.0000,0,0.0000,0.0000,NORMAL
1773318948.4649,195,43.7,0.2298,0.2882,0.2590,0.0031,0.0130,0.8087,0.0000,0,0.0000,0.0000,NORMAL
1773318948.4809,196,67.0,0.2289,0.2906,0.2597,0.0031,0.0140,0.8085,0.0000,0,0.0000,0.0000,NORMAL
1773318948.4969,197,60.5,0.2299,0.2883,0.2591,0.0031,0.0130,0.8085,0.0000,0,0.0000,0.0000,NORMAL
1773318948.5854,198,11.3,0.2486,0.2925,0.2705,0.0013,0.0194,0.7612,0.0000,0,0.0000,0.0000,NORMAL
1773318948.6064,199,48.1,0.2471,0.3003,0.2737,0.0014,0.0237,0.7898,0.0000,0,0.0000,0.0000,NORMAL
1773318948.6219,200,67.5,0.2377,0.2945,0.2661,0.0006,0.0237,0.7612,0.0000,0,0.0000,0.0000,NORMAL
1773318948.6379,201,61.6,0.2425,0.2966,0.2696,0.0013,0.0237,0.7898,0.0000,0,0.0000,0.0000,NORMAL
